Previous_Crop,Soil_pH,Soil_Moisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Rainfall,Recommended_Next_Crop
Cotton,6.64,11.48,192,136,111,42.96,31.3,446.5,Peanut
Soybean,7.92,67.98,184,0,65,38.22,80.72,345.97,Wheat
Tomato,4.52,37.98,61,115,81,22.42,45.81,52.7,Cotton
Tomato,8.25,35.07,19,162,92,38.42,39.52,204.06,Cotton
Wheat,4.93,57.85,153,139,180,42.3,79.03,337.04,Soybean
Maize,7.87,44.9,43,145,191,43.15,78.89,287.19,Wheat
Tomato,6.43,88.47,194,9,71,33.91,42.11,309.27,Cotton
Rice,7.14,38.5,197,145,100,17.4,89.81,283.57,Maize
Barley,6.54,59.11,61,151,48,11.39,75.06,399.03,Potato
Barley,6.41,34.93,106,128,89,15.15,47.66,160.21,Potato
Rice,7.84,89.25,124,78,189,43.79,54.2,354.23,Maize
Maize,7.52,45.61,44,199,36,26.17,78.14,495.54,Wheat
Maize,6.43,60.73,10,98,176,39.92,36.93,194.98,Wheat
Wheat,4.95,20.14,199,143,195,26.28,57.5,395.52,Soybean
Cotton,4.96,68.64,161,142,160,33.13,72.28,123.05,Peanut
Potato,7.71,31.54,87,189,149,10.84,63.16,140.95,Barley
Maize,6.62,45.89,45,132,69,18.75,68.67,467.43,Wheat
Soybean,6.43,80.65,111,44,32,25.27,63.7,12.97,Wheat
Wheat,7.22,87.64,80,117,27,32.07,35.94,108.71,Soybean
Peanut,7.94,43.97,31,51,87,16.0,52.82,241.46,Sugarcane
Sugarcane,7.02,76.78,97,198,3,36.76,62.56,200.92,Rice
Peanut,7.55,14.27,4,111,65,22.75,82.41,314.58,Sugarcane
Wheat,7.56,77.81,190,134,76,38.61,72.31,96.36,Soybean
Tomato,5.93,60.36,28,154,109,13.43,54.13,35.27,Cotton
Potato,5.6,49.1,47,111,48,33.79,97.95,184.67,Barley
Sugarcane,7.7,81.2,15,12,127,20.27,28.62,262.18,Rice
Peanut,6.01,77.63,152,16,138,37.84,36.54,281.0,Sugarcane
Sugarcane,8.11,33.76,71,43,34,24.08,47.31,300.75,Rice
Soybean,4.78,73.32,28,140,166,33.29,38.29,274.33,Wheat
Soybean,4.73,17.96,179,72,137,42.7,70.04,122.88,Wheat
Soybean,8.21,75.82,45,4,73,10.72,23.16,382.27,Wheat
Wheat,7.09,64.04,152,32,199,10.39,34.19,43.89,Soybean
Potato,6.02,17.03,22,131,68,36.96,43.47,99.18,Barley
Wheat,7.52,64.65,161,153,150,32.62,74.67,369.69,Soybean
Barley,7.19,56.44,194,67,33,20.25,90.07,139.86,Potato
Tomato,6.62,57.56,93,15,123,27.3,83.88,246.74,Cotton
Tomato,4.9,33.27,113,149,110,11.47,34.57,163.6,Cotton
Soybean,7.75,31.32,33,35,31,16.74,65.23,253.49,Wheat
Barley,7.96,71.0,159,101,15,24.86,22.4,173.33,Potato
Maize,5.19,30.55,116,185,67,39.19,44.84,497.1,Wheat
Maize,7.9,45.7,28,182,53,26.79,84.48,178.74,Wheat
Soybean,8.01,65.58,8,162,123,30.52,56.53,313.52,Wheat
Peanut,6.7,16.37,193,24,155,40.58,32.0,444.17,Sugarcane
Wheat,7.12,57.56,184,71,111,20.81,55.08,318.97,Soybean
Soybean,6.03,57.15,38,80,59,34.52,35.84,282.93,Wheat
Cotton,5.63,64.74,134,60,77,40.16,51.46,284.61,Peanut
Sugarcane,7.39,39.59,109,17,75,17.09,59.03,248.23,Rice
Tomato,7.95,45.92,68,57,59,22.48,47.96,403.79,Cotton
Maize,7.12,36.4,135,75,84,44.29,94.96,25.21,Wheat
Rice,6.55,74.65,95,120,111,44.41,65.0,442.56,Maize
Maize,5.14,20.45,118,56,79,17.81,87.43,293.15,Wheat
Tomato,4.71,87.04,117,96,117,12.33,80.86,424.44,Cotton
Sugarcane,6.28,60.79,17,62,171,19.48,72.89,5.2,Rice
Tomato,4.7,80.95,101,11,1,23.92,59.75,434.64,Cotton
Rice,6.78,44.1,109,10,22,25.44,20.17,60.07,Maize
Soybean,6.03,36.58,81,140,45,31.66,69.08,360.61,Wheat
Barley,7.53,82.06,176,162,72,41.48,48.48,208.26,Potato
Rice,5.72,17.91,104,26,53,21.56,29.42,340.54,Maize
Tomato,6.87,19.37,15,103,70,39.75,55.57,314.09,Cotton
Tomato,6.65,33.95,20,66,124,13.27,78.84,81.7,Cotton
Cotton,4.52,86.78,137,88,80,11.47,96.93,257.31,Peanut
Cotton,4.79,60.65,105,44,8,27.64,49.93,138.62,Peanut
Potato,5.66,54.34,131,80,69,12.09,63.42,280.22,Barley
Cotton,8.03,66.43,43,66,171,23.74,88.1,369.0,Peanut
Wheat,5.09,43.4,122,149,83,41.39,46.72,40.63,Soybean
Barley,7.34,70.65,135,101,73,18.45,31.38,257.88,Potato
Sugarcane,8.39,41.46,110,90,72,34.71,42.55,308.81,Rice
Rice,7.66,76.11,116,41,11,20.58,91.93,147.68,Maize
Tomato,5.47,31.38,125,19,31,11.57,32.75,476.5,Cotton
Potato,8.13,32.2,182,47,161,29.48,46.34,260.15,Barley
Potato,4.87,51.79,18,17,82,39.22,57.17,91.26,Barley
Sugarcane,6.37,44.46,63,127,32,24.33,87.77,53.89,Rice
Barley,8.05,61.85,39,76,63,31.61,95.02,270.83,Potato
Rice,7.07,39.14,50,197,47,41.5,54.06,187.62,Maize
Maize,6.15,28.44,136,5,15,37.64,94.56,96.27,Wheat
Cotton,5.67,47.58,157,38,177,16.79,32.92,15.35,Peanut
Soybean,6.0,54.88,55,10,113,35.67,32.55,283.3,Wheat
Potato,6.54,21.41,80,111,150,27.57,95.94,299.3,Barley
Cotton,5.78,54.54,171,152,25,36.11,60.77,70.9,Peanut
Cotton,8.38,35.54,186,107,53,27.31,34.87,300.87,Peanut
Wheat,8.23,41.4,142,93,171,14.48,59.04,475.99,Soybean
Barley,7.98,32.35,195,54,36,29.95,82.66,489.15,Potato
Soybean,6.19,84.51,69,83,8,27.22,86.15,444.25,Wheat
Maize,7.27,64.67,127,57,12,28.13,89.12,403.54,Wheat
Tomato,8.11,31.0,125,36,59,40.76,65.57,104.68,Cotton
Wheat,7.9,61.6,60,15,105,41.32,89.36,78.22,Soybean
Cotton,6.16,77.89,79,69,125,25.87,60.8,222.47,Peanut
Cotton,4.95,42.13,120,92,79,25.95,68.56,309.82,Peanut
Peanut,4.8,76.4,100,164,127,28.03,80.7,425.34,Sugarcane
Soybean,6.81,22.35,150,180,129,28.19,54.03,115.98,Wheat
Soybean,7.07,75.82,76,143,59,43.26,25.89,239.82,Wheat
Peanut,7.9,53.22,174,17,184,32.73,48.01,323.72,Sugarcane
Soybean,5.67,27.84,144,146,114,19.71,69.92,222.8,Wheat
Cotton,5.17,42.57,184,171,42,28.6,35.39,227.1,Peanut
Potato,6.02,89.04,125,129,146,31.95,31.87,112.56,Barley
Rice,5.91,72.68,181,185,123,32.39,43.45,493.33,Maize
Cotton,5.03,56.01,179,137,138,30.48,22.57,237.6,Peanut
Wheat,7.19,19.21,21,45,46,16.22,79.47,266.37,Soybean
Barley,6.53,43.42,82,18,62,11.18,40.7,109.28,Potato
Peanut,7.38,31.04,166,37,134,21.82,29.94,257.07,Sugarcane
Maize,5.91,15.68,140,36,93,24.96,75.93,127.67,Wheat
Tomato,5.8,53.38,77,111,122,12.16,87.43,101.17,Cotton
Maize,6.39,81.13,94,44,30,38.52,21.59,137.86,Wheat
Cotton,8.01,64.05,108,116,54,22.04,38.69,1.38,Peanut
Wheat,4.66,29.97,193,161,152,41.98,95.62,285.08,Soybean
Cotton,7.72,55.89,109,129,199,15.4,50.82,193.74,Peanut
Barley,5.98,85.46,51,43,29,11.99,95.09,449.34,Potato
Potato,7.92,67.83,102,96,35,26.88,41.94,20.35,Barley
Tomato,7.71,65.16,100,82,49,16.62,37.45,21.6,Cotton
Barley,5.9,87.45,141,123,141,42.81,37.13,442.94,Potato
Peanut,7.28,73.91,62,123,28,10.36,26.82,63.32,Sugarcane
Peanut,5.14,20.93,198,26,154,24.44,91.71,1.08,Sugarcane
Cotton,8.09,37.81,27,47,116,42.44,98.39,89.46,Peanut
Wheat,6.12,87.21,45,93,177,23.45,96.36,411.94,Soybean
Barley,6.32,49.18,27,6,35,13.26,88.16,401.36,Potato
Sugarcane,7.32,18.93,1,154,161,20.6,87.75,170.07,Rice
Wheat,7.78,46.69,126,84,20,27.43,72.89,334.02,Soybean
Potato,5.45,65.76,16,198,37,16.48,86.1,253.62,Barley
Peanut,7.15,89.8,58,111,74,26.33,36.67,452.37,Sugarcane
Cotton,6.07,35.91,179,88,177,39.27,51.03,28.21,Peanut
Soybean,5.97,51.13,131,127,125,40.54,71.27,406.59,Wheat
Peanut,7.26,80.37,76,17,36,11.72,89.98,85.3,Sugarcane
Tomato,6.05,38.42,130,32,119,15.63,72.84,195.81,Cotton
Rice,5.88,18.74,114,160,146,19.64,87.12,95.98,Maize
Soybean,7.84,85.91,164,95,117,30.82,57.92,351.31,Wheat
Cotton,4.91,49.08,96,121,0,22.63,77.38,339.16,Peanut
Sugarcane,7.2,50.22,104,24,167,39.54,98.4,273.95,Rice
Soybean,5.49,59.7,23,141,54,35.08,32.28,349.08,Wheat
Tomato,4.56,10.28,199,165,153,13.52,94.15,319.78,Cotton
Wheat,5.17,84.49,34,165,170,31.86,61.79,388.22,Soybean
Sugarcane,6.93,38.92,1,3,58,13.96,71.46,119.7,Rice
Peanut,7.34,41.75,32,107,50,18.93,90.23,214.46,Sugarcane
Sugarcane,4.58,23.93,75,189,106,16.23,52.77,75.81,Rice
Barley,4.65,40.25,85,81,142,16.06,53.5,214.8,Potato
Tomato,8.11,74.32,137,9,7,31.57,62.17,350.85,Cotton
Soybean,4.79,74.0,80,34,93,29.73,21.53,345.7,Wheat
Barley,8.08,84.86,61,98,141,16.16,59.73,354.71,Potato
Sugarcane,5.41,42.26,42,103,96,44.66,43.29,154.38,Rice
Barley,7.46,66.7,196,22,6,24.76,94.24,331.11,Potato
Maize,5.74,50.58,120,64,17,13.4,27.02,183.73,Wheat
Tomato,7.94,74.32,58,81,11,14.22,56.75,472.25,Cotton
Potato,7.3,67.0,8,152,1,30.44,95.8,171.68,Barley
Wheat,6.11,39.43,76,180,177,44.27,92.08,301.51,Soybean
Sugarcane,4.81,36.93,187,16,92,30.02,76.11,375.07,Rice
Tomato,7.43,30.2,62,184,148,43.22,67.15,453.2,Cotton
Potato,6.97,56.12,51,147,6,25.54,42.46,218.96,Barley
Potato,4.51,87.11,22,127,11,25.25,49.36,180.24,Barley
Cotton,4.54,26.01,29,152,83,27.5,27.21,215.01,Peanut
Barley,7.74,17.62,170,169,56,34.41,82.89,161.85,Potato
Potato,5.54,19.55,195,172,77,22.87,45.91,326.96,Barley
Maize,7.04,72.65,20,30,73,40.24,73.42,466.36,Wheat
Tomato,6.32,38.01,42,64,22,11.02,48.61,63.04,Cotton
Rice,7.95,27.95,134,179,29,25.39,57.15,280.46,Maize
Rice,8.17,38.23,15,79,110,27.88,64.4,448.82,Maize
Sugarcane,8.49,61.63,22,91,57,31.25,84.15,50.06,Rice
Peanut,5.11,53.74,185,148,94,19.66,36.89,246.93,Sugarcane
Barley,7.95,69.49,86,29,51,24.96,51.9,432.61,Potato
Peanut,5.56,37.13,30,122,55,26.96,30.41,450.23,Sugarcane
Potato,6.86,46.16,120,130,9,34.04,26.06,257.18,Barley
Tomato,6.52,18.16,68,69,146,37.07,68.37,12.48,Cotton
Sugarcane,4.57,15.84,133,170,146,35.82,35.13,52.82,Rice
Soybean,8.23,46.98,114,28,107,21.96,24.78,293.36,Wheat
Potato,4.81,34.13,192,2,86,44.98,91.77,61.93,Barley
Barley,7.25,59.02,58,185,186,39.7,62.75,74.71,Potato
Rice,7.64,13.44,155,160,171,19.1,30.77,386.06,Maize
Cotton,7.68,19.74,145,74,186,16.83,24.27,375.35,Peanut
Tomato,5.04,79.22,76,44,83,20.99,29.59,421.39,Cotton
Wheat,6.29,55.3,137,68,3,25.83,57.71,52.87,Soybean
Peanut,7.82,66.96,6,159,96,39.78,73.48,99.07,Sugarcane
Sugarcane,5.71,77.36,36,110,111,37.24,71.3,416.48,Rice
Peanut,6.37,47.11,172,83,192,39.79,31.55,360.54,Sugarcane
Tomato,5.59,70.88,85,51,140,19.52,70.68,402.98,Cotton
Peanut,6.35,51.97,15,191,66,30.77,52.39,494.87,Sugarcane
Tomato,8.05,27.82,115,115,139,19.91,57.18,432.22,Cotton
Peanut,6.32,37.01,117,102,92,13.82,84.11,260.23,Sugarcane
Maize,6.72,49.23,13,167,182,33.95,46.6,155.38,Wheat
Soybean,6.12,35.35,138,140,188,15.0,31.76,284.84,Wheat
Potato,6.34,36.84,86,79,94,33.37,89.88,319.29,Barley
Potato,4.56,36.99,161,28,40,32.68,36.97,167.66,Barley
Barley,5.63,19.83,187,190,163,38.36,43.52,385.47,Potato
Wheat,6.25,16.77,103,153,1,14.88,76.53,46.38,Soybean
Wheat,7.04,13.72,140,101,21,37.42,74.68,389.7,Soybean
Barley,6.3,18.88,166,58,149,44.97,84.03,16.0,Potato
Cotton,5.85,37.5,43,176,40,39.79,34.71,248.98,Peanut
Potato,6.05,57.51,27,180,94,36.31,48.18,430.72,Barley
Cotton,5.47,25.05,167,158,115,33.18,30.07,43.25,Peanut
Tomato,8.2,81.04,15,11,119,24.76,63.28,258.87,Cotton
Tomato,6.59,74.67,49,185,13,35.57,43.41,79.7,Cotton
Rice,4.55,51.64,114,163,92,35.35,75.11,447.41,Maize
Peanut,4.58,67.94,155,9,34,32.1,20.03,416.17,Sugarcane
Wheat,8.39,39.31,67,133,177,37.87,24.77,466.96,Soybean
Rice,5.39,12.94,91,134,8,25.71,54.6,437.49,Maize
Soybean,7.72,82.35,120,30,117,14.24,96.65,368.28,Wheat
Barley,4.73,20.22,187,90,95,29.57,91.27,92.44,Potato
Barley,8.18,85.83,139,199,58,19.28,99.52,151.25,Potato
Tomato,8.0,55.75,15,2,55,23.46,53.35,248.43,Cotton
Potato,6.78,34.45,52,103,9,10.61,23.73,294.45,Barley
Cotton,4.54,49.64,181,174,24,23.4,44.48,391.09,Peanut
Wheat,5.53,50.13,48,125,172,38.31,74.06,113.48,Soybean
Rice,6.13,11.86,163,0,10,29.0,30.81,64.14,Maize
Cotton,6.34,38.44,61,172,100,10.34,44.0,241.31,Peanut
Rice,5.69,69.19,83,181,8,26.44,24.49,78.92,Maize
Peanut,4.63,50.81,153,177,134,20.2,58.0,346.87,Sugarcane
Soybean,6.86,29.54,55,134,70,26.71,36.71,287.82,Wheat
Soybean,6.6,36.81,119,190,161,24.16,27.3,370.55,Wheat
Cotton,5.63,79.04,89,14,82,42.62,52.9,31.72,Peanut
Cotton,4.65,52.04,149,88,19,11.44,48.1,482.35,Peanut
Cotton,8.48,52.27,119,194,113,33.93,63.0,0.0,Peanut
Rice,6.43,86.92,72,157,88,39.79,79.92,162.72,Maize
Peanut,7.52,35.67,68,121,4,43.57,29.01,339.82,Sugarcane
Maize,6.31,48.36,176,115,111,16.22,83.29,22.57,Wheat
Cotton,4.67,74.94,97,195,54,28.6,22.1,41.67,Peanut
Potato,5.74,70.71,1,35,88,11.53,55.45,38.34,Barley
Wheat,5.78,31.26,52,66,14,27.47,66.99,290.75,Soybean
Wheat,7.85,22.09,118,132,175,14.39,96.56,447.96,Soybean
Rice,7.12,66.06,6,24,3,39.33,65.91,277.72,Maize
Cotton,5.6,30.61,147,10,77,13.99,32.7,301.79,Peanut
Tomato,8.37,83.81,157,199,119,27.97,61.4,173.0,Cotton
Barley,5.79,20.34,74,65,112,28.24,51.66,9.37,Potato
Maize,8.49,35.47,94,155,20,44.01,58.35,10.81,Wheat
Potato,8.48,14.38,194,59,136,32.92,35.77,444.15,Barley
Peanut,5.26,66.26,186,137,65,20.07,60.07,51.29,Sugarcane
Tomato,5.75,81.3,193,49,106,18.43,32.0,499.89,Cotton
Soybean,6.44,60.87,2,166,162,14.49,79.52,82.21,Wheat
Tomato,7.16,85.02,183,164,111,36.48,67.51,337.32,Cotton
Rice,6.61,20.28,78,62,116,34.18,26.28,474.48,Maize
Maize,8.38,17.02,16,188,178,31.35,91.17,181.14,Wheat
Sugarcane,7.4,77.07,111,91,127,11.43,69.31,367.22,Rice
Sugarcane,5.35,78.44,51,37,101,36.7,45.29,175.43,Rice
Cotton,4.92,76.48,6,119,77,32.47,23.65,152.47,Peanut
Cotton,7.25,73.92,111,32,36,43.74,70.58,100.9,Peanut
Rice,5.13,38.98,132,74,5,30.55,49.88,410.47,Maize
Peanut,7.65,27.4,53,44,81,20.64,92.61,128.69,Sugarcane
Cotton,5.74,84.3,60,171,85,23.35,22.79,141.58,Peanut
Barley,5.81,34.56,108,128,81,16.15,23.13,499.48,Potato
Maize,4.54,41.87,15,52,50,35.3,95.94,163.66,Wheat
Rice,7.3,65.96,194,174,65,34.77,97.19,211.39,Maize
Wheat,4.95,33.47,186,160,95,17.02,22.22,495.03,Soybean
Soybean,7.59,75.53,46,66,144,15.55,77.28,184.65,Wheat
Rice,6.47,15.6,47,142,64,12.7,37.72,183.08,Maize
Rice,7.64,73.29,120,104,8,41.92,76.11,413.86,Maize
Sugarcane,6.84,58.15,63,13,140,18.16,89.5,155.97,Rice
Potato,4.83,55.84,49,150,100,22.05,28.07,116.89,Barley
Peanut,7.56,46.67,40,123,185,19.82,39.1,211.61,Sugarcane
Potato,4.78,32.16,199,181,157,24.48,21.93,350.32,Barley
Barley,6.41,47.13,21,119,30,34.99,23.51,21.62,Potato
Wheat,5.19,46.0,114,135,150,40.47,22.37,186.96,Soybean
Sugarcane,7.51,56.7,181,181,62,16.39,84.05,173.12,Rice
Wheat,8.15,32.53,4,35,155,34.02,43.86,122.41,Soybean
Barley,6.72,16.21,144,127,58,22.34,59.46,327.14,Potato
Potato,6.61,21.61,100,179,9,44.32,83.03,145.0,Barley
Rice,7.56,65.93,77,133,88,20.46,59.6,303.37,Maize
Cotton,4.52,11.8,40,96,123,10.25,54.34,252.17,Peanut
Cotton,8.17,78.52,91,155,99,28.05,20.93,108.59,Peanut
Tomato,5.29,65.55,162,177,89,15.28,65.44,133.28,Cotton
Soybean,8.44,71.45,167,165,25,11.56,29.98,85.3,Wheat
Peanut,7.45,76.88,21,157,76,34.44,81.17,28.31,Sugarcane
Barley,7.6,19.82,175,80,16,35.63,40.62,309.59,Potato
Soybean,7.12,75.8,52,72,167,26.12,73.93,336.39,Wheat
Peanut,6.39,50.37,92,181,67,33.69,71.7,83.0,Sugarcane
Soybean,6.79,80.84,9,70,22,28.84,69.33,307.7,Wheat
Potato,4.69,80.93,145,45,162,32.04,41.36,491.04,Barley
Peanut,7.0,11.93,48,155,8,30.88,41.37,37.2,Sugarcane
Potato,7.0,40.63,70,144,44,33.3,89.04,245.19,Barley
Rice,8.06,52.11,157,175,164,16.99,21.02,366.52,Maize
Sugarcane,6.52,64.27,18,171,196,19.4,34.52,23.0,Rice
Potato,4.81,32.89,54,59,146,25.4,68.81,389.14,Barley
Cotton,5.72,30.17,187,59,74,25.61,85.36,489.76,Peanut
Soybean,7.12,40.5,199,4,26,37.1,48.67,44.24,Wheat
Tomato,5.46,50.08,20,196,140,22.86,72.28,411.11,Cotton
Maize,5.62,86.09,25,197,184,15.69,64.57,189.29,Wheat
Peanut,7.78,70.97,27,134,187,18.8,25.16,72.06,Sugarcane
Barley,6.84,44.35,166,180,139,17.52,69.74,246.6,Potato
Tomato,6.53,14.35,160,144,8,35.61,85.11,35.76,Cotton
Cotton,5.77,23.48,39,58,91,26.46,99.4,261.05,Peanut
Potato,7.42,46.47,28,8,76,34.8,22.37,9.68,Barley
Sugarcane,5.65,75.11,19,149,83,24.57,72.8,364.31,Rice
Rice,7.45,40.46,19,44,76,41.14,53.16,243.98,Maize
Maize,4.78,53.08,73,186,154,44.42,20.78,229.47,Wheat
Wheat,7.96,81.34,139,79,190,33.44,69.15,98.1,Soybean
Tomato,6.5,83.1,119,12,28,40.23,29.79,180.63,Cotton
Sugarcane,6.25,27.26,96,82,149,27.78,50.29,90.93,Rice
Wheat,6.94,13.49,119,11,72,42.71,40.91,367.7,Soybean
Maize,7.0,34.43,24,163,87,39.11,48.89,99.51,Wheat
Barley,5.03,65.66,152,9,105,44.71,59.42,308.38,Potato
Barley,7.52,86.09,3,15,146,31.81,48.74,139.8,Potato
Soybean,5.6,16.16,3,91,37,37.27,64.22,328.49,Wheat
Maize,8.12,12.28,136,18,94,29.0,39.09,270.23,Wheat
Maize,7.77,80.73,142,103,38,19.07,70.83,211.72,Wheat
Wheat,5.89,69.85,25,133,142,22.42,88.3,336.5,Soybean
Sugarcane,7.73,89.38,78,131,53,41.29,37.93,207.86,Rice
Peanut,5.93,41.74,89,157,159,11.96,60.63,410.69,Sugarcane
Wheat,4.9,43.28,70,102,109,30.7,71.9,364.8,Soybean
Rice,8.35,23.78,159,94,111,23.04,65.17,270.32,Maize
Barley,7.11,19.27,75,173,173,23.53,49.25,438.53,Potato
Barley,6.32,56.3,98,26,188,40.96,71.38,414.43,Potato
Soybean,6.09,39.14,179,172,51,39.88,22.26,265.92,Wheat
Rice,5.8,16.43,126,36,161,30.96,49.59,34.22,Maize
Barley,8.43,80.96,31,136,34,19.55,62.61,283.0,Potato
Wheat,5.04,25.87,8,60,197,26.64,21.65,177.63,Soybean
Rice,5.76,69.89,77,34,36,24.29,60.61,270.06,Maize
Wheat,6.44,32.58,12,105,77,22.38,72.34,323.57,Soybean
Peanut,6.41,75.03,183,46,60,13.6,80.74,322.42,Sugarcane
Peanut,6.39,19.47,123,148,110,29.01,29.07,336.76,Sugarcane
Barley,5.2,70.49,171,144,113,20.56,99.25,339.63,Potato
Barley,5.08,17.85,95,54,176,33.13,68.49,54.64,Potato
Sugarcane,5.52,45.75,82,87,8,21.17,49.06,95.86,Rice
Peanut,8.16,68.72,157,94,18,25.09,39.93,315.27,Sugarcane
Tomato,4.95,23.86,143,5,120,11.83,65.83,204.09,Cotton
Tomato,7.53,32.85,139,120,104,44.74,90.54,381.43,Cotton
Soybean,7.53,79.18,193,162,155,27.77,61.65,62.45,Wheat
Peanut,7.74,80.81,17,49,79,10.85,72.92,95.76,Sugarcane
Wheat,8.05,13.59,140,164,25,28.94,48.62,279.23,Soybean
Wheat,5.55,23.45,92,12,165,40.46,51.05,250.37,Soybean
Cotton,5.4,19.4,23,24,39,37.04,42.89,133.2,Peanut
Rice,6.36,24.38,101,122,24,34.53,76.45,204.17,Maize
Potato,5.56,87.62,139,128,98,14.88,48.74,17.49,Barley
Tomato,7.44,54.13,59,48,117,33.02,35.26,18.52,Cotton
Barley,7.04,47.45,59,121,68,36.82,49.55,47.46,Potato
Soybean,8.0,88.76,99,34,70,30.03,88.31,288.4,Wheat
Potato,4.83,54.56,0,82,150,41.25,79.06,431.86,Barley
Maize,8.16,62.89,42,52,88,19.69,46.77,130.11,Wheat
Soybean,5.67,36.62,54,179,64,18.48,92.54,16.97,Wheat
Maize,6.46,40.57,167,181,149,40.43,25.99,354.31,Wheat
Peanut,6.25,57.55,191,75,63,31.89,23.98,427.68,Sugarcane
Maize,7.54,15.58,33,103,195,10.05,30.2,69.09,Wheat
Maize,6.18,30.47,33,46,57,22.36,29.32,192.87,Wheat
Sugarcane,8.27,25.74,175,42,155,40.02,27.03,79.37,Rice
Sugarcane,8.11,11.27,160,147,111,10.96,72.91,53.18,Rice
Sugarcane,7.99,52.95,195,160,122,10.11,68.07,324.08,Rice
Peanut,4.79,54.88,157,92,96,19.84,71.81,483.77,Sugarcane
Potato,7.92,40.72,109,143,195,41.99,75.07,339.08,Barley
Soybean,7.63,31.5,83,77,105,41.55,80.55,492.41,Wheat
Soybean,4.91,62.16,89,6,3,28.16,36.57,217.2,Wheat
Barley,4.93,20.77,78,69,128,29.36,69.78,448.93,Potato
Sugarcane,4.9,51.49,70,148,25,21.62,66.4,102.54,Rice
Peanut,4.55,71.45,70,35,32,18.53,95.49,58.95,Sugarcane
Barley,6.69,23.14,113,103,26,38.53,38.59,351.26,Potato
Rice,8.39,70.26,28,53,41,13.72,24.7,185.7,Maize
Barley,6.25,70.86,150,146,196,27.06,72.28,158.84,Potato
Potato,6.66,14.79,161,24,70,32.2,79.21,335.64,Barley
Tomato,8.37,11.5,142,66,63,13.63,42.66,166.74,Cotton
Maize,5.52,87.91,96,108,24,28.19,65.67,286.28,Wheat
Sugarcane,7.93,25.47,52,180,71,30.21,24.76,149.73,Rice
Tomato,6.69,75.77,144,47,104,35.99,96.8,391.88,Cotton
Barley,6.78,54.95,63,169,131,18.22,28.79,156.19,Potato
Peanut,5.87,31.16,60,174,11,20.27,25.41,267.5,Sugarcane
Maize,6.75,20.4,184,90,57,29.93,23.53,11.59,Wheat
Soybean,4.79,49.73,107,169,94,44.41,54.18,395.87,Wheat
Wheat,7.56,42.59,36,1,138,17.61,27.77,310.17,Soybean
Maize,5.64,65.91,134,133,100,44.51,79.57,96.12,Wheat
Potato,8.05,82.33,7,126,107,35.0,91.91,107.69,Barley
Potato,5.97,74.42,77,45,58,38.91,40.82,131.25,Barley
Barley,5.07,31.96,67,193,116,13.14,70.3,288.27,Potato
Rice,7.28,80.31,20,105,163,20.51,23.39,274.16,Maize
Potato,5.16,76.67,188,39,108,12.02,50.93,136.93,Barley
Potato,7.51,84.33,93,57,21,23.0,43.44,347.03,Barley
Peanut,8.37,46.69,74,77,64,44.35,38.29,444.52,Sugarcane
Barley,7.62,71.49,156,32,49,13.68,71.58,21.76,Potato
Maize,4.59,57.33,152,61,3,29.68,30.42,208.6,Wheat
Rice,6.9,34.84,185,11,199,10.21,88.86,296.76,Maize
Tomato,7.28,89.55,141,125,179,34.94,73.19,293.22,Cotton
Wheat,7.8,13.06,77,48,101,16.9,76.86,9.77,Soybean
Sugarcane,4.72,22.98,65,87,42,14.54,94.83,105.28,Rice
Soybean,6.42,81.4,181,77,104,21.8,95.39,30.92,Wheat
Potato,6.64,14.85,194,4,173,36.99,64.13,284.48,Barley
Barley,5.18,80.95,157,178,3,13.73,59.63,322.69,Potato
Sugarcane,5.79,67.22,145,68,140,18.04,46.83,79.87,Rice
Soybean,6.26,12.93,53,110,165,10.3,77.25,166.51,Wheat
Soybean,7.83,44.35,99,159,172,43.89,63.06,164.9,Wheat
Tomato,8.22,70.36,20,176,152,30.73,94.63,409.9,Cotton
Tomato,7.01,56.65,52,59,66,35.2,39.09,97.33,Cotton
Tomato,6.08,84.87,82,45,54,32.8,44.82,274.16,Cotton
Cotton,5.52,79.41,143,195,95,15.05,45.29,391.47,Peanut
Cotton,8.43,36.61,155,168,166,30.82,84.48,414.79,Peanut
Soybean,8.43,16.77,3,194,64,14.6,27.92,333.28,Wheat
Tomato,8.2,85.54,54,12,74,24.04,56.45,149.76,Cotton
Peanut,7.64,51.38,14,107,129,29.91,54.21,411.52,Sugarcane
Potato,5.8,15.95,63,111,196,29.56,25.85,371.08,Barley
Sugarcane,7.77,75.33,192,99,119,14.17,52.86,352.23,Rice
Sugarcane,6.14,79.48,111,145,85,11.21,61.07,33.67,Rice
Cotton,5.81,61.15,143,112,61,37.94,25.21,21.63,Peanut
Soybean,7.48,45.8,117,96,173,35.41,60.79,347.68,Wheat
Barley,4.82,62.97,19,50,111,12.86,96.74,472.4,Potato
Maize,4.69,66.53,63,117,158,14.46,98.31,386.86,Wheat
Maize,6.29,81.44,32,35,162,41.24,62.53,415.74,Wheat
Cotton,6.28,86.47,80,80,125,36.92,61.21,272.49,Peanut
Barley,8.08,51.15,196,102,172,44.87,42.84,152.29,Potato
Cotton,5.0,73.88,125,33,76,18.89,99.77,338.87,Peanut
Maize,4.99,87.16,68,139,181,27.07,41.94,355.99,Wheat
Barley,5.09,22.1,185,132,198,18.28,56.23,337.68,Potato
